#DoF                          #outer                     
{8,367+421+48}             , 13    ,      8367,              
{32,829+1,561+192}          , 14    ,     32829,            
{149,319+6,767+768}         , 14    ,     149319,           
{984,387+42,961+3,072}       , 14    ,    984387,          
{7,132,467+304,897+12,288}    , 13    ,   7132467,        
{53,641,515+2,265,401+49,152}  , 13   ,   53641515,      

